country,gender,age_18_24,click
US,0.133333333333333,0.666666666666667,1
US,0.125,0.117279573213333,0
US,0.125,0.281650625843333,0
US,0.875,0.666666666666667,0
US,0.1,0.666666666666667,0
US,0.7,0.191887844665,0
US,0.133333333333333,0.8,0
US,0.0666666666666667,0.666666666666667,0
US,0.875,0.183237021115,0
BR,0.0583333333333334,0.666666666666667,0
US,0.833333333333333,0.633333333333333,1
US,0.0583333333333334,0.516666666666667,0
IN,0.0333333333333334,0.666666666666667,0
IN,0.3,0.666666666666667,0
US,0.875,0.183771487731667,0
US,0.266666666666667,0.263338256393333,0
US,0.9,0.575,0
IN,0.133333333333333,0.55,1
US,0.0333333333333334,0.666666666666667,0
US,0.133333333333333,0.575,0
BR,0.425,0.666666666666667,0
US,0.676333333333333,0.516666666666667,0
US,0.125,0.666666666666667,0
US,0.133333333333333,0.13820507962,0
BR,0.166666666666667,0.566666666666667,0
US,0.866666666666667,0.616666666666667,0
IN,0.316666666666667,0.666666666666667,1
US,0.383333333333333,0.575,0
US,0.166666666666667,0.666666666666667,0
IN,0.166666666666667,0.666666666666667,0
US,0.141666666666667,0.666666666666667,0
IN,0.3,0.666666666666667,0
US,0.266666666666667,0.349327580388333,0
BR,0.0750000000000001,0.575,0
US,0.0166666666666667,0.575,0
US,0.0583333333333334,0.55,0
US,0.166666666666667,0.334418938711667,1
US,0.258333333333333,0.242750179113333,0
US,0.125,0.666666666666667,0
US,0.676333333333333,0.273232323231667,0
US,0.1,0.8,0
US,0.875,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
US,0.0333333333333334,0.666666666666667,0
IN,0.1,0.666666666666667,0
US,0.0750000000000001,0.575,0
US,0.333333333333333,0.566666666666667,0
IN,0.1,0.666666666666667,0
US,0.0583333333333334,0.616666666666667,0
IN,0.241666666666667,0.0666666666666666,0
IN,0.9,0.666666666666667,0
US,0.125,0.178273616786667,0
US,0.166666666666667,0.666666666666667,0
IN,0.1,0.6,1
US,0.166666666666667,0.666666666666667,1
US,0.166666666666667,0.516666666666667,0
US,0.0333333333333334,0.226285863406667,0
US,0.133333333333333,0.575,0
US,0.925,0.666666666666667,1
US,0.0750000000000001,0.666666666666667,0
US,0.833333333333333,0.666666666666667,1
US,0.133333333333333,0.159245655473333,0
US,0.676333333333333,0.666666666666667,0
US,0.0583333333333334,0.633333333333333,0
US,0.941666666666667,0.833333333333333,0
US,0.966666666666667,0.516666666666667,0
US,0.941666666666667,0.666666666666667,0
BR,0.191666666666667,0.104489337823333,0
US,0.125,0.666666666666667,1
US,0.0750000000000001,0.575,0
US,0.05,0.666666666666667,0
US,0.0583333333333334,0.633333333333333,0
US,0.891666666666667,0.666666666666667,0
IN,0.316666666666667,0.55,0
US,0.875,0.666666666666667,0
BR,0.166666666666667,0.215177985126667,0
US,0.7,0.214109954766667,0
US,0.875,0.249421888436667,0
US,0.875,0.666666666666667,0
US,0.25,0.516666666666667,0
US,0.266666666666667,0.666666666666667,0
US,0.676333333333333,0.197485399,0
US,0.166666666666667,0.609550033128333,0
BR,0.0166666666666667,0.766666666666667,0
US,0.866666666666667,0.575,0
IN,0.166666666666667,0.666666666666667,1
US,0.0750000000000001,0.575,0
US,0.125,0.666666666666667,0
BR,0.966666666666667,0.575,0
BR,0.316666666666667,0.575,0
US,0.833333333333333,0.286224802133333,1
US,0.125,0.8,0
BR,0.0166666666666667,0.766666666666667,0
BR,0.166666666666667,0.166396220688333,0
US,0.166666666666667,0.175888852616667,0
US,0.133333333333333,0.134006019233333,0
IN,0.1,0.666666666666667,0
BR,0.0750000000000001,0.55,0
US,0.125,0.666666666666667,0
US,0.166666666666667,0.666666666666667,0
US,0.0750000000000001,0.666666666666667,0
IN,0.258333333333333,0.666666666666667,1
US,0.133333333333333,0.575,0
IN,0.1,0.666666666666667,0
US,0.941666666666667,0.833333333333333,0
US,0.966666666666667,0.1740660574,0
US,0.875,0.131793982298333,0
US,0.141666666666667,0.8,0
US,0.0583333333333334,0.516666666666667,0
US,0.191512563333333,0.666666666666667,0
US,0.875,0.516666666666667,1
US,0.0750000000000001,0.575,0
IN,0.166666666666667,0.55,1
US,0.15,0.516666666666667,0
US,0.0750000000000001,0.666666666666667,0
BR,0.141666666666667,0.666666666666667,0
BR,0.0333333333333334,0.883333333333333,0
US,0.875,0.163162214358333,0
BR,0.3,0.666666666666667,0
US,0.866666666666667,0.278683662016667,1
US,0.791666666666667,0.616666666666667,0
BR,0.0750000000000001,0.583333333333333,0
US,0.941666666666667,0.633333333333333,0
IN,0.166666666666667,0.666666666666667,0
US,0.0333333333333334,0.666666666666667,0
US,0.1,0.666666666666667,0
US,0.866666666666667,0.616666666666667,0
IN,0.133333333333333,0.8,0
BR,0.166666666666667,0.124612612031667,0
US,0.941666666666667,0.666666666666667,0
US,0.941666666666667,0.833333333333333,0
US,0.133333333333333,0.666666666666667,1
US,0.333333333333333,0.55,0
US,0.0369339366666667,0.616666666666667,0
US,0.125,0.666666666666667,0
US,0.941666666666667,0.916666666666667,0
US,0.775,0.575,0
US,0.676333333333333,0.20742330454,1
US,0.125,0.666666666666667,0
IN,0.166666666666667,0.516666666666667,0
US,0.0583333333333334,0.666666666666667,0
IN,0.425,0.666666666666667,0
US,0.141666666666667,0.666666666666667,0
IN,0.258333333333333,0.575,0
US,0.1,0.633333333333333,0
IN,0.166666666666667,0.666666666666667,0
BR,0.1,0.666666666666667,0
US,0.125,0.516666666666667,0
US,0.204089615,0.516666666666667,1
US,0.833333333333333,0.122213985976667,0
IN,0.166666666666667,0.55,1
US,0.1,0.55,0
IN,0.0583333333333334,0.575,0
US,0.141666666666667,0.666666666666667,0
US,0.179166666666667,0.633333333333333,0
BR,0.425,0.666666666666667,0
US,0.833333333333333,0.666666666666667,0
US,0.0583333333333334,0.516666666666667,0
US,0.166666666666667,0.516666666666667,0
US,0.941666666666667,0.666666666666667,0
IN,0.141666666666667,0.8,0
BR,0.9,0.666666666666667,0
US,0.866666666666667,0.516666666666667,1
US,0.816666666666667,0.666666666666667,0
IN,0.166666666666667,0.666666666666667,0
US,0.166666666666667,0.666666666666667,0
US,0.133333333333333,0.286246117276667,0
US,0.125,0.13460611983,0
US,0.166666666666667,0.666666666666667,0
US,0.866666666666667,0.516666666666667,0
BR,0.166666666666667,0.0108545775216666,0
US,0.875,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
BR,0.925,0.666666666666667,0
US,0.166666666666667,0.633333333333333,0
IN,0.1,0.666666666666667,0
US,0.866666666666667,0.158353841405,0
US,0.0416666666666667,0.666666666666667,0
BR,0.166666666666667,0.08184282048,0
US,0.266666666666667,0.666666666666667,0
BR,0.208333333333333,0.666666666666667,0
US,0.125,0.211794415835,0
US,0.0583333333333334,0.833333333333333,0
IN,0.166666666666667,0.666666666666667,1
US,0.925,0.666666666666667,0
BR,0.9,0.55,0
US,0.0583333333333334,0.666666666666667,0
US,0.875,0.616666666666667,0
IN,0.166666666666667,0.666666666666667,0
US,0.933333333333333,0.833333333333333,0
US,0.3,0.666666666666667,0
US,0.25,0.583333333333333,0
US,0.925,0.666666666666667,0
US,0.875,0.132085404308333,0
US,0.125,0.666666666666667,0
BR,0.166666666666667,0.208585858586667,0
US,0.108333333333333,0.716666666666667,0
US,0.475,0.516666666666667,1
US,0.941666666666667,0.25306806087,0
US,0.941666666666667,0.833333333333333,1
US,0.0333333333333334,0.9,1
US,0.508333333333333,0.583333333333333,0
US,0.125,0.666666666666667,0
BR,0.1,0.162391592695,0
US,0.125,0.666666666666667,0
US,0.0750000000000001,0.666666666666667,0
IN,0.0833333333333334,0.783333333333333,1
US,0.676333333333333,0.516666666666667,0
BR,0.3,0.666666666666667,0
IN,0.9,0.666666666666667,1
US,0.0583333333333334,0.165468173801667,0
US,0.133333333333333,0.376202865596667,0
US,0.666666666666667,0.425629308963333,0
BR,0.883333333333333,0.666666666666667,0
US,0.1,0.575,0
BR,0.683333333333333,0.616666666666667,0
US,0.9,0.575,0
US,0.125,0.120723776785,0
IN,0.425,0.666666666666667,0
US,0.125,0.666666666666667,0
IN,0.1,0.666666666666667,0
US,0.0333333333333334,0.666666666666667,0
US,0.0166666666666667,0.575,0
IN,0.1,0.575,0
US,0.795910385,0.666666666666667,1
US,0.05,0.666666666666667,0
US,0.125,0.666666666666667,0
US,0.875,0.666666666666667,0
IN,0.125,0.8,0
US,0.166666666666667,0.666666666666667,0
BR,0.925,0.85,0
US,0.125,0.155026455026667,0
US,0.1,0.575,0
US,0.833333333333333,0.666666666666667,0
US,0.941666666666667,0.833333333333333,0
US,0.833333333333333,0.199588701608333,0
BR,0.191666666666667,0.608333333333333,0
US,0.133333333333333,0.388727705141667,0
IN,0.166666666666667,0.516666666666667,0
US,0.0750000000000001,0.916666666666667,0
US,0.125,0.666666666666667,0
US,0.0583333333333334,0.833333333333333,0
US,0.1,0.666666666666667,0
US,0.941666666666667,0.616666666666667,0
US,0.0750000000000001,0.666666666666667,0
US,0.166666666666667,0.516666666666667,0
US,0.7,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
US,0.166666666666667,0.633333333333333,0
BR,0.191666666666667,0.666666666666667,0
BR,0.0750000000000001,0.85,0
US,0.0583333333333334,0.239506658698333,0
US,0.125,0.666666666666667,0
US,0.941666666666667,0.516666666666667,1
US,0.0583333333333334,0.666666666666667,0
US,0.941666666666667,0.916666666666667,0
IN,0.1,0.566666666666667,1
BR,0.1,0.666666666666667,0
US,0.9,0.666666666666667,0
US,0.166666666666667,0.516666666666667,0
US,0.941666666666667,0.616666666666667,0
US,0.0583333333333334,0.666666666666667,0
BR,0.166666666666667,0.85,0
US,0.833333333333333,0.666666666666667,0
US,0.866666666666667,0.122566397313333,0
IN,0.125,0.666666666666667,0
US,0.133333333333333,0.13820507962,0
IN,0.191666666666667,0.666666666666667,1
US,0.141666666666667,0.147046415985,0
US,0.0833333333333334,0.783333333333333,0
US,0.0583333333333334,0.666666666666667,0
BR,0.166666666666667,0.308627072516667,0
US,0.925,0.666666666666667,0
US,0.875,0.666666666666667,0
IN,0.0369339366666667,0.666666666666667,0
US,0.0583333333333334,0.833333333333333,0
US,0.125,0.18380631714,0
US,0.125,0.666666666666667,0
BR,0.1,0.575,0
IN,0.316666666666667,0.575,0
US,0.0583333333333334,0.666666666666667,0
IN,0.9,0.583333333333333,0
US,0.0750000000000001,0.575,1
US,0.0750000000000001,0.575,0
US,0.0583333333333334,0.233748925036667,0
US,0.125,0.516666666666667,1
BR,0.966666666666667,0.666666666666667,0
BR,0.0166666666666667,0.575,0
BR,0.425,0.666666666666667,0
US,0.166666666666667,0.633333333333333,1
BR,0.166666666666667,0.12395752562,0
US,0.0750000000000001,0.575,0
BR,0.0750000000000001,0.575,0
US,0.133333333333333,0.122968562488333,0
US,0.0583333333333334,0.33058084551,0
US,0.8,0.666666666666667,0
IN,0.108333333333333,0.716666666666667,0
US,0.0750000000000001,0.666666666666667,1
US,0.616666666666667,0.17905643739,0
IN,0.258333333333333,0.575,0
US,0.125,0.666666666666667,0
US,0.858333333333333,0.220828974616667,0
US,0.108333333333333,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,1
IN,0.166666666666667,0.616666666666667,0
US,0.941666666666667,0.516666666666667,0
IN,0.258333333333333,0.575,0
US,0.125,0.516666666666667,0
US,0.166666666666667,0.575,0
US,0.0583333333333334,0.833333333333333,0
US,0.125,0.516666666666667,0
IN,0.0666666666666667,0.666666666666667,0
US,0.941666666666667,0.666666666666667,0
US,0.0750000000000001,0.666666666666667,0
BR,0.0750000000000001,0.583333333333333,0
US,0.125,0.13460611983,0
US,0.133333333333333,0.516666666666667,0
IN,0.258333333333333,0.575,0
US,0.0583333333333334,0.833333333333333,0
US,0.941666666666667,0.616666666666667,0
US,0.85,0.583333333333333,0
BR,0.141666666666667,0.8,1
US,0.0583333333333334,0.176613343963333,0
US,0.0583333333333334,0.516666666666667,0
US,0.1,0.666666666666667,0
US,0.323666666666667,0.269621159193333,0
BR,0.1,0.166666666666667,0
BR,0.425,0.666666666666667,0
US,0.125,0.155173964643333,0
BR,0.166666666666667,0.666666666666667,0
US,0.141666666666667,0.172919905216667,0
US,0.0583333333333334,0.197776223028333,0
US,0.941666666666667,0.833333333333333,0
US,0.0166666666666667,0.666666666666667,1
IN,0.166666666666667,0.575,0
US,0.1,0.55,1
US,0.166666666666667,0.176868375731667,0
US,0.875,0.666666666666667,0
US,0.125,0.666666666666667,1
US,0.0750000000000001,0.575,0
BR,0.791666666666667,0.666666666666667,0
US,0.0583333333333334,0.616666666666667,0
US,0.0750000000000001,0.575,0
US,0.1,0.666666666666667,1
IN,0.241666666666667,0.666666666666667,1
US,0.133333333333333,0.248265730715,0
US,0.0583333333333334,0.9,0
IN,0.9,0.666666666666667,0
US,0.833333333333333,0.666666666666667,0
US,0.141666666666667,0.55,0
US,0.133333333333333,0.207156071441667,0
US,0.1,0.55,0
IN,0.3,0.616666666666667,0
BR,0.208333333333333,0.340344660071667,1
BR,0.166666666666667,0.400695236301667,0
US,0.666666666666667,0.248436552225,0
US,0.133333333333333,0.501406397835,0
US,0.604166666666667,0.153828546533333,0
US,0.166666666666667,0.1392336059,0
BR,0.0833333333333334,0.783333333333333,0
US,0.133333333333333,0.666666666666667,1
US,0.0583333333333334,0.833333333333333,0
US,0.0583333333333334,0.833333333333333,0
IN,0.166666666666667,0.575,0
US,0.125,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
US,0.925,0.666666666666667,0
IN,0.3,0.666666666666667,0
IN,0.0333333333333334,0.883333333333333,0
US,0.204089615,0.616666666666667,0
US,0.0583333333333334,0.666666666666667,0
BR,0.925,0.85,0
US,0.875,0.357583251018333,0
US,0.125,0.666666666666667,0
US,0.125,0.666666666666667,0
US,0.1,0.55,0
US,0.125,0.666666666666667,0
US,0.866666666666667,0.8,0
US,0.0583333333333334,0.666666666666667,0
US,0.166666666666667,0.367477920508333,0
US,0.575,0.666666666666667,0
US,0.208333333333333,0.666666666666667,0
US,0.125,0.666666666666667,0
US,0.0583333333333334,0.783333333333333,0
US,0.0583333333333334,0.516666666666667,0
US,0.85,0.516666666666667,0
US,0.0583333333333334,0.666666666666667,0
BR,0.1,0.666666666666667,0
US,0.966666666666667,0.187115506575,0
BR,0.208333333333333,0.666666666666667,0
IN,0.316666666666667,0.55,0
US,0.133333333333333,0.286246117276667,0
IN,0.0666666666666667,0.666666666666667,0
BR,0.0750000000000001,0.575,0
US,0.0583333333333334,0.280394493273333,0
US,0.0583333333333334,0.833333333333333,0
US,0.866666666666667,0.8,0
IN,0.166666666666667,0.55,0
US,0.133333333333333,0.200149598601667,0
US,0.125,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
BR,0.166666666666667,0.0318582651916667,0
BR,0.0166666666666667,0.575,0
BR,0.1,0.575,0
BR,0.791666666666667,0.666666666666667,0
US,0.316666666666667,0.223427760043333,0
IN,0.316666666666667,0.575,0
US,0.125,0.666666666666667,0
US,0.1,0.666666666666667,1
US,0.125,0.666666666666667,0
BR,0.9,0.666666666666667,0
BR,0.0583333333333334,0.666666666666667,0
IN,0.1,0.575,0
US,0.1,0.833333333333333,0
US,0.941666666666667,0.783333333333333,0
IN,0.166666666666667,0.516666666666667,0
US,0.0583333333333334,0.833333333333333,1
IN,0.15,0.516666666666667,0
US,0.875,0.666666666666667,0
IN,0.133333333333333,0.8,1
US,0.258333333333333,0.666666666666667,0
US,0.0166666666666667,0.766666666666667,0
US,0.204089615,0.666666666666667,0
US,0.0583333333333334,0.616666666666667,0
BR,0.3,0.55,0
IN,0.166666666666667,0.575,1
BR,0.0750000000000001,0.575,0
US,0.875,0.666666666666667,0
US,0.125,0.184582820241667,0
IN,0.3,0.666666666666667,0
US,0.875,0.8,0
US,0.133333333333333,0.616666666666667,0
US,0.225,0.666666666666667,0
US,0.133333333333333,0.666666666666667,0
IN,0.3,0.566666666666667,0
IN,0.0166666666666667,0.575,0
US,0.125,0.666666666666667,0
BR,0.3,0.666666666666667,0
US,0.125,0.516666666666667,0
US,0.141666666666667,0.666666666666667,0
US,0.125,0.666666666666667,0
IN,0.1,0.575,0
IN,0.3,0.666666666666667,0
US,0.833333333333333,0.666666666666667,0
BR,0.0750000000000001,0.575,0
BR,0.0333333333333334,0.666666666666667,0
US,0.9,0.575,0
US,0.133333333333333,0.151487821941667,0
IN,0.166666666666667,0.575,0
US,0.676333333333333,0.575,0
US,0.141666666666667,0.13713754446,0
US,0.266666666666667,0.162295028753333,0
IN,0.166666666666667,0.666666666666667,1
US,0.125,0.516666666666667,1
BR,0.425,0.666666666666667,0
US,0.866666666666667,0.616666666666667,0
US,0.866666666666667,0.152279809603333,0
IN,0.425,0.666666666666667,0
US,0.133333333333333,0.666666666666667,0
IN,0.1,0.575,1
IN,0.1,0.575,1
US,0.0583333333333334,0.154650428135,0
US,0.125,0.666666666666667,0
US,0.166666666666667,0.666666666666667,0
BR,0.166666666666667,0.55,0
US,0.0583333333333334,0.716666666666667,0
US,0.204089615,0.666666666666667,0
US,0.166666666666667,0.127890011223333,1
US,0.0583333333333334,0.733333333333333,1
IN,0.0916666666666668,0.9,0
US,0.0750000000000001,0.666666666666667,0
US,0.933333333333333,0.215772667288333,0
US,0.0583333333333334,0.516666666666667,0
US,0.183333333333333,0.616666666666667,0
BR,0.0333333333333334,0.883333333333333,0
US,0.1,0.616666666666667,0
US,0.791666666666667,0.583333333333333,0
IN,0.316666666666667,0.575,1
US,0.875,0.666666666666667,0
US,0.9,0.666666666666667,0
US,0.125,0.666666666666667,0
US,0.958333333333333,0.20649691685,1
US,0.0583333333333334,0.666666666666667,0
IN,0.25,0.666666666666667,1
US,0.125,0.429837932363333,0
US,0.0369339366666667,0.633333333333333,0
US,0.125,0.666666666666667,0
IN,0.3,0.666666666666667,1
IN,0.316666666666667,0.9,0
US,0.933333333333333,0.575,0
BR,0.9,0.666666666666667,0
US,0.133333333333333,0.131430626766667,0
BR,0.166666666666667,0.295366286461667,0
US,0.0750000000000001,0.833333333333333,0
BR,0.425,0.666666666666667,0
US,0.108333333333333,0.666666666666667,0
IN,0.166666666666667,0.666666666666667,0
US,0.166666666666667,0.666666666666667,0
IN,0.925,0.666666666666667,0
US,0.0750000000000001,0.55,0
US,0.125,0.666666666666667,0
US,0.941666666666667,0.833333333333333,0
US,0.866666666666667,0.13235912049,0
IN,0.0833333333333334,0.783333333333333,0
US,0.676333333333333,0.575,0
IN,0.1,0.666666666666667,0
BR,0.75,0.666666666666667,0
BR,0.0166666666666667,0.883333333333333,0
US,0.641666666666667,0.666666666666667,1
US,0.0166666666666667,0.766666666666667,0
US,0.166666666666667,0.516666666666667,0
BR,0.0166666666666667,0.575,0
IN,0.1,0.666666666666667,0
US,0.0583333333333334,0.733333333333333,0
BR,0.316666666666667,0.21456878855,0
US,0.9,0.575,0
US,0.866666666666667,0.249562960421667,1
US,0.0750000000000001,0.575,1
US,0.9,0.575,0
BR,0.1,0.666666666666667,1
IN,0.1,0.666666666666667,0
US,0.866666666666667,0.282650663963333,0
US,0.866666666666667,0.8,0
BR,0.1,0.666666666666667,0
US,0.0333333333333334,0.666666666666667,0
US,0.133333333333333,0.616666666666667,0
BR,0.166666666666667,0.452697975425,0
US,0.116666666666667,0.833333333333333,0
US,0.475,0.666666666666667,0
US,0.1,0.666666666666667,0
US,0.875,0.666666666666667,0
US,0.125,0.666666666666667,0
IN,0.1,0.575,0
US,0.141666666666667,0.633333333333333,0
BR,0.0416666666666667,0.883333333333333,0
US,0.179166666666667,0.633333333333333,1
US,0.133333333333333,0.13820507962,0
US,0.0750000000000001,0.633333333333333,1
BR,0.0166666666666667,0.245061728395,0
US,0.676333333333333,0.666666666666667,0
US,0.8,0.43886713955,0
BR,0.233333333333333,0.55,0
US,0.0583333333333334,0.833333333333333,0
US,0.941666666666667,0.666666666666667,0
IN,0.1,0.666666666666667,0
US,0.125,0.666666666666667,0
BR,0.0416666666666667,0.883333333333333,0
BR,0.7,0.666666666666667,0
BR,0.0583333333333334,0.666666666666667,0
BR,0.9,0.666666666666667,0
US,0.820833333333333,0.213547582235,0
US,0.0750000000000001,0.14191919192,0
BR,0.208333333333333,0.666666666666667,0
US,0.125,0.26484882495,0
US,0.0583333333333334,0.8,0
US,0.833333333333333,0.666666666666667,1
US,0.0750000000000001,0.616666666666667,0
US,0.0916666666666668,0.666666666666667,1
US,0.166666666666667,0.616666666666667,1
BR,0.25,0.55,0
US,0.0166666666666667,0.575,0
US,0.0583333333333334,0.916666666666667,0
US,0.125,0.666666666666667,0
BR,0.425,0.666666666666667,0
US,0.941666666666667,0.616666666666667,0
IN,0.0750000000000001,0.783333333333333,0
US,0.0583333333333334,0.833333333333333,0
BR,0.166666666666667,0.666666666666667,0
IN,0.0750000000000001,0.666666666666667,0
US,0.141666666666667,0.666666666666667,0
BR,0.166666666666667,0.26354016354,0
BR,0.85,0.666666666666667,0
IN,0.1,0.575,0
BR,0.166666666666667,0.173651334821667,0
US,0.166666666666667,0.666666666666667,0
US,0.0583333333333334,0.666666666666667,0
US,0.133333333333333,0.583333333333333,0
IN,0.925,0.666666666666667,0
US,0.125,0.666666666666667,0
US,0.941666666666667,0.666666666666667,0
IN,0.425,0.666666666666667,1
US,0.125,0.516666666666667,0
US,0.125,0.666666666666667,0
US,0.0750000000000001,0.344500561166667,0
US,0.0750000000000001,0.575,0
US,0.0583333333333334,0.575,0
US,0.0583333333333334,0.833333333333333,0
US,0.166666666666667,0.129124467003333,0
BR,0.9,0.666666666666667,0
US,0.866666666666667,0.326063424043333,0
IN,0.166666666666667,0.666666666666667,0
US,0.0750000000000001,0.666666666666667,0
US,0.0583333333333334,0.833333333333333,0
IN,0.208333333333333,0.666666666666667,1
US,0.866666666666667,0.8,0
US,0.858333333333333,0.172207559885,0
US,0.925,0.616666666666667,0
US,0.1,0.575,0
US,0.0583333333333334,0.666666666666667,0
US,0.941666666666667,0.833333333333333,0
US,0.8,0.666666666666667,0
US,0.0333333333333334,0.833333333333333,0
US,0.0583333333333334,0.666666666666667,0
